comparison,row_uid,recording_key,study_set,dataset_type,domain_label,pc1,pc2,pc3
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_1200s_31::Tridesclous::59,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_1200s_31,HYBRID_JANELIA,hybrid,domain_a,-2.9123936282020595,-0.5558710752012697,0.5897162391413375
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_600s_12::MountainSort4::47,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_600s_12,HYBRID_JANELIA,hybrid,domain_a,-3.411998906372775,-2.9329285160097536,1.9157869796179274
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_11::MountainSort4::10,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_11,HYBRID_JANELIA,hybrid,domain_a,-3.5807491472510242,-2.710651766195626,3.0113090098736275
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_600s_32::KiloSort2::3,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_600s_32,HYBRID_JANELIA,hybrid,domain_a,-3.7180785056993457,-2.139406370470278,4.002588376942086
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_600s_32::Tridesclous::4,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_600s_32,HYBRID_JANELIA,hybrid,domain_a,-2.5106689829807074,-1.9741484744813427,1.2529321559564843
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_11::KiloSort::5,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_11,HYBRID_JANELIA,hybrid,domain_a,-3.4646941226089822,-2.4134613032656387,1.60288345483796
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_600s_12::Tridesclous::37,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_600s_12,HYBRID_JANELIA,hybrid,domain_a,-3.5304373868374124,-1.9314568712475833,3.8033634571211117
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_31::SpykingCircus::36,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_31,HYBRID_JANELIA,hybrid,domain_a,-2.6564749649705113,-1.0644006001528097,0.047679303471378186
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_tetrode::rec_4c_600s_22::MountainSort4::8,HYBRID_JANELIA::hybrid_static_tetrode::rec_4c_600s_22,HYBRID_JANELIA,hybrid,domain_a,-2.473148762959363,-1.8625501522686632,1.189214775174773
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_64c_600s_11::HerdingSpikes2::21,HYBRID_JANELIA::hybrid_static_siprobe::rec_64c_600s_11,HYBRID_JANELIA,hybrid,domain_a,-2.915994380299207,-2.4027256702215003,1.893179526399225
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_600s_12::SpykingCircus::58,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_600s_12,HYBRID_JANELIA,hybrid,domain_a,-2.7796586177505103,-2.363866453173043,1.5253741088603463
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_31::MountainSort4::98,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_31,HYBRID_JANELIA,hybrid,domain_a,-2.5745911294531085,-2.0867610837989323,1.6744210828472978
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_600s_32::JRClust::23,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_600s_32,HYBRID_JANELIA,hybrid,domain_a,-1.982185735195168,-1.8329073579642978,2.283532647803532
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_1200s_21::SpykingCircus::46,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_1200s_21,HYBRID_JANELIA,hybrid,domain_a,-2.671382920520409,-0.6303033170582895,1.2758992427991092
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_11::MountainSort4::111,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_11,HYBRID_JANELIA,hybrid,domain_a,-3.0212371691782454,-1.964307601481345,2.3149510812557677
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_21::IronClust::27,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_21,HYBRID_JANELIA,hybrid,domain_a,-3.6282605960125296,-2.304203638044126,3.8305891150934412
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_21::JRClust::67,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_21,HYBRID_JANELIA,hybrid,domain_a,-2.9685977670488835,-1.1502806525189393,1.038548114448777
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_31::SpykingCircus::44,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_31,HYBRID_JANELIA,hybrid,domain_a,-2.6446557097698897,-0.6495299215888358,3.6834772822606534
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_600s_32::JRClust::53,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_600s_32,HYBRID_JANELIA,hybrid,domain_a,-3.068641152782842,-1.1620825580035314,2.3018836812421224
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_21::Tridesclous::28,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_21,HYBRID_JANELIA,hybrid,domain_a,-3.5114274469996496,-2.51989762765512,1.4158528916381494
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_31::IronClust::2,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_31,HYBRID_JANELIA,hybrid,domain_a,-3.363307840727442,-2.143720066339453,1.5970092044137068
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_31::MountainSort4::60,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_31,HYBRID_JANELIA,hybrid,domain_a,-3.063146787414787,-1.166348113377929,3.312621646736849
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_32::MountainSort4::185,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_32,HYBRID_JANELIA,hybrid,domain_a,-2.378549758615703,-1.4498637400753474,0.795212532532959
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_tetrode::rec_4c_600s_22::MountainSort4::12,HYBRID_JANELIA::hybrid_static_tetrode::rec_4c_600s_22,HYBRID_JANELIA,hybrid,domain_a,-2.2460258843010044,-1.5477535184163407,0.38364174083277036
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_600s_11::KiloSort::336,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_600s_11,HYBRID_JANELIA,hybrid,domain_a,-2.961195208203461,-2.012872034350761,1.3945054587665802
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_64c_600s_11::HerdingSpikes2::18,HYBRID_JANELIA::hybrid_static_siprobe::rec_64c_600s_11,HYBRID_JANELIA,hybrid,domain_a,-3.088785597587318,-2.4747525587586363,2.5196831734478735
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_1200s_11::KiloSort::80,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_1200s_11,HYBRID_JANELIA,hybrid,domain_a,-3.780789736891664,-2.5618635399372045,2.8071352708080544
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_16c_1200s_31::MountainSort4::51,HYBRID_JANELIA::hybrid_static_siprobe::rec_16c_1200s_31,HYBRID_JANELIA,hybrid,domain_a,-2.4506338120143343,-1.3945797128359294,1.1815330225506449
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_64c_1200s_11::SpykingCircus::72,HYBRID_JANELIA::hybrid_static_siprobe::rec_64c_1200s_11,HYBRID_JANELIA,hybrid,domain_a,-2.8505121837468153,-1.9342665297722075,-0.980133105421295
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_16c_600s_12::HerdingSpikes2::4,HYBRID_JANELIA::hybrid_static_siprobe::rec_16c_600s_12,HYBRID_JANELIA,hybrid,domain_a,-3.2103608979911353,-2.2799824649990548,2.7324431547003023
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_tetrode::rec_4c_600s_31::HerdingSpikes2::7,HYBRID_JANELIA::hybrid_static_tetrode::rec_4c_600s_31,HYBRID_JANELIA,hybrid,domain_a,-2.7386811862198672,-0.685936375955763,-0.5811600352572887
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_31::MountainSort4::122,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_31,HYBRID_JANELIA,hybrid,domain_a,-2.829535655006104,-1.8452160672006381,1.4652869194688227
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_16c_600s_12::MountainSort4::17,HYBRID_JANELIA::hybrid_static_siprobe::rec_16c_600s_12,HYBRID_JANELIA,hybrid,domain_a,-2.343637067213214,-1.7548401091094958,0.4735484991783752
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_1200s_11::MountainSort4::196,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_1200s_11,HYBRID_JANELIA,hybrid,domain_a,-3.2166207019852013,-2.3578298700390725,2.1111576751868575
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_11::JRClust::81,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_11,HYBRID_JANELIA,hybrid,domain_a,-2.299603123446811,-2.094980259463117,3.526099003378354
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_32::MountainSort4::53,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_32,HYBRID_JANELIA,hybrid,domain_a,-3.9465647711392,-2.611888153689728,2.9115881457580093
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_600s_22::KiloSort::52,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_600s_22,HYBRID_JANELIA,hybrid,domain_a,-3.191482936836723,-2.45389200693374,3.686753022317285
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_tetrode::rec_4c_600s_22::Tridesclous::1,HYBRID_JANELIA::hybrid_static_tetrode::rec_4c_600s_22,HYBRID_JANELIA,hybrid,domain_a,-2.9116412248777155,-2.576301599058759,3.095925318466566
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_22::IronClust::5,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_22,HYBRID_JANELIA,hybrid,domain_a,-3.301843223517295,-2.543850789771252,2.5725265786765683
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_600s_12::MountainSort4::41,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_600s_12,HYBRID_JANELIA,hybrid,domain_a,-1.9677918412077466,-0.6522575504476249,0.10355558824948671
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_32::MountainSort4::98,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_32,HYBRID_JANELIA,hybrid,domain_a,-2.1951816706731546,-1.7627318395370488,0.5448478176404727
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_16c_600s_21::KiloSort2::16,HYBRID_JANELIA::hybrid_static_siprobe::rec_16c_600s_21,HYBRID_JANELIA,hybrid,domain_a,-2.8280187916570534,-1.9711468940122974,2.0171147942083705
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_32::MountainSort4::1,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_32,HYBRID_JANELIA,hybrid,domain_a,-3.3697244017465895,-2.2533917558943686,3.3643420311019296
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_21::MountainSort4::120,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_21,HYBRID_JANELIA,hybrid,domain_a,-3.3872752239586843,-2.1392005470223507,3.3167446296018284
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_1200s_11::HerdingSpikes2::116,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_1200s_11,HYBRID_JANELIA,hybrid,domain_a,-2.4296842962212377,-1.2780786571469074,-0.652275246214125
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_tetrode::rec_4c_1200s_11::JRClust::11,HYBRID_JANELIA::hybrid_drift_tetrode::rec_4c_1200s_11,HYBRID_JANELIA,hybrid,domain_a,-1.5514303763599335,-0.22778113925987903,-1.3536630466695663
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_31::HerdingSpikes2::80,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_31,HYBRID_JANELIA,hybrid,domain_a,-2.996124826250559,-2.539291244694042,2.744994387902321
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_64c_1200s_11::HerdingSpikes2::74,HYBRID_JANELIA::hybrid_static_siprobe::rec_64c_1200s_11,HYBRID_JANELIA,hybrid,domain_a,-1.8033372706145543,2.7065400089286853,3.021658215445718
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_64c_600s_12::KiloSort::480,HYBRID_JANELIA::hybrid_static_siprobe::rec_64c_600s_12,HYBRID_JANELIA,hybrid,domain_a,-3.445749393067031,-1.8083962326989225,0.2908249942541494
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_tetrode::rec_4c_600s_31::JRClust::2,HYBRID_JANELIA::hybrid_drift_tetrode::rec_4c_600s_31,HYBRID_JANELIA,hybrid,domain_a,-2.4113405027820334,-1.4493580857129884,0.7455454007758722
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_1200s_31::MountainSort4::175,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_1200s_31,HYBRID_JANELIA,hybrid,domain_a,-2.358717778181522,-1.8239449681619913,1.1233400657324932
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_600s_22::IronClust::20,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_600s_22,HYBRID_JANELIA,hybrid,domain_a,-2.7527079162799772,-1.7165315822166265,2.771757404122349
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_16c_1200s_21::IronClust::11,HYBRID_JANELIA::hybrid_static_siprobe::rec_16c_1200s_21,HYBRID_JANELIA,hybrid,domain_a,-3.2864552000952596,-2.163698686062013,1.039331511629494
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_21::HerdingSpikes2::66,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_21,HYBRID_JANELIA,hybrid,domain_a,-2.5068509231412297,0.09289071378884944,-1.000329759678889
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_64c_1200s_11::MountainSort4::30,HYBRID_JANELIA::hybrid_static_siprobe::rec_64c_1200s_11,HYBRID_JANELIA,hybrid,domain_a,-2.200587154834858,0.5199828377776496,0.9211217423167624
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_1200s_11::MountainSort4::67,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_1200s_11,HYBRID_JANELIA,hybrid,domain_a,-3.93854026882069,-2.511839309070235,2.8023576285348977
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_21::MountainSort4::112,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_21,HYBRID_JANELIA,hybrid,domain_a,-2.5566252220060153,-2.8999792328081857,4.812719472631633
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_tetrode::rec_4c_600s_21::KiloSort2::3,HYBRID_JANELIA::hybrid_drift_tetrode::rec_4c_600s_21,HYBRID_JANELIA,hybrid,domain_a,-2.537483832626956,-0.7643620650468512,0.7866893903478387
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_21::HerdingSpikes2::58,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_21,HYBRID_JANELIA,hybrid,domain_a,-1.5910122945868574,1.203592072851184,2.294578041600946
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_16c_600s_31::JRClust::17,HYBRID_JANELIA::hybrid_static_siprobe::rec_16c_600s_31,HYBRID_JANELIA,hybrid,domain_a,-2.300257999651092,-1.846409910636168,0.8707452549610434
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_22::KiloSort::24,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_22,HYBRID_JANELIA,hybrid,domain_a,-2.8739107802439174,-2.0510104687234065,1.558346496460141
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_600s_12::JRClust::191,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_600s_12,HYBRID_JANELIA,hybrid,domain_a,-2.9879443042434755,-2.1831337584759063,1.8146367165718769
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_600s_11::MountainSort4::280,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_600s_11,HYBRID_JANELIA,hybrid,domain_a,-2.685499226611658,-1.9648382377558489,0.4269856312679905
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_21::SpykingCircus::15,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_21,HYBRID_JANELIA,hybrid,domain_a,-3.2016784891476777,-2.1699038358744906,2.6021724979058902
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_1200s_31::Tridesclous::41,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_1200s_31,HYBRID_JANELIA,hybrid,domain_a,-2.5892801244505868,-1.9418802433109872,1.5821053644436338
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_32::SpykingCircus::38,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_32,HYBRID_JANELIA,hybrid,domain_a,-3.3309764719481803,-2.2687993346988695,0.4218821944470047
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_600s_32::JRClust::21,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_600s_32,HYBRID_JANELIA,hybrid,domain_a,-1.5333355187178657,-1.3938985443133523,1.4243361688911984
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_1200s_11::MountainSort4::305,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_1200s_11,HYBRID_JANELIA,hybrid,domain_a,-2.511217218747488,-2.4004991768418744,1.9088448333891173
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_1200s_31::KiloSort2::29,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_1200s_31,HYBRID_JANELIA,hybrid,domain_a,-2.787264590516144,-1.418305818492692,0.931183195224445
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_21::MountainSort4::97,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_21,HYBRID_JANELIA,hybrid,domain_a,-2.829314191225373,-2.2485936478272754,2.084824563174113
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_12::Tridesclous::54,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_12,HYBRID_JANELIA,hybrid,domain_a,-3.1585044863143086,-1.7781887882789285,2.0119697322820986
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_1200s_21::JRClust::55,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_1200s_21,HYBRID_JANELIA,hybrid,domain_a,-2.868765646889692,-1.2804097047022516,3.5273348540355913
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_600s_11::IronClust::15,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_600s_11,HYBRID_JANELIA,hybrid,domain_a,-3.029579276859219,-2.6893806024858984,3.5112090837828176
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_1200s_11::KiloSort2::80,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_1200s_11,HYBRID_JANELIA,hybrid,domain_a,-2.2972405095648925,-1.7587975638446576,0.5496127790014871
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_22::MountainSort4::107,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_22,HYBRID_JANELIA,hybrid,domain_a,-2.2715120962280775,-1.3676389021123299,1.30648307068778
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_11::JRClust::14,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_11,HYBRID_JANELIA,hybrid,domain_a,-3.59741216864244,-2.934202294226894,2.4172101014154164
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_11::JRClust::23,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_11,HYBRID_JANELIA,hybrid,domain_a,-3.4262044706144352,-2.6827510971629795,2.223424066578734
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_1200s_11::JRClust::124,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_1200s_11,HYBRID_JANELIA,hybrid,domain_a,-3.179444093675939,-1.956341292707146,2.936591359566216
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_600s_12::MountainSort4::48,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_600s_12,HYBRID_JANELIA,hybrid,domain_a,-3.7160985685309886,-2.596481291454944,3.1581974194177334
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_22::MountainSort4::41,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_22,HYBRID_JANELIA,hybrid,domain_a,-2.88858071157099,-1.1685460069416789,1.9655949973498805
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_16c_600s_31::IronClust::7,HYBRID_JANELIA::hybrid_static_siprobe::rec_16c_600s_31,HYBRID_JANELIA,hybrid,domain_a,-2.874427406661364,-2.189948765357048,1.27960905118585
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_1200s_21::MountainSort4::68,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_1200s_21,HYBRID_JANELIA,hybrid,domain_a,-1.8983175897043627,-1.0423831849305158,-0.16161308436522043
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_64c_600s_12::KiloSort2::19,HYBRID_JANELIA::hybrid_static_siprobe::rec_64c_600s_12,HYBRID_JANELIA,hybrid,domain_a,-2.87790628023328,-1.2001413723987908,-0.9092248895934623
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_11::KiloSort2::30,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_11,HYBRID_JANELIA,hybrid,domain_a,-3.262556107374024,-2.230301030272085,1.351445496815923
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_16c_1200s_11::KiloSort::13,HYBRID_JANELIA::hybrid_static_siprobe::rec_16c_1200s_11,HYBRID_JANELIA,hybrid,domain_a,-3.3939478881999987,-2.699793862782925,2.241352220326903
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_32::HerdingSpikes2::86,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_32,HYBRID_JANELIA,hybrid,domain_a,-3.3776119579572126,-0.4508135165890818,5.631149494159921
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_22::SpykingCircus::37,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_22,HYBRID_JANELIA,hybrid,domain_a,-3.4581376721010293,-1.6485059683779228,0.8153040977938318
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_21::JRClust::100,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_600s_21,HYBRID_JANELIA,hybrid,domain_a,-1.8902372290574028,-2.0063448984670873,1.4663991635582816
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_600s_11::IronClust::50,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_600s_11,HYBRID_JANELIA,hybrid,domain_a,-3.8588300041910726,-2.5985146222414492,4.016187646140998
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_1200s_11::Tridesclous::117,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_1200s_11,HYBRID_JANELIA,hybrid,domain_a,-2.494123087361012,-0.8690368902818434,0.3962053234667868
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_21::IronClust::23,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_1200s_21,HYBRID_JANELIA,hybrid,domain_a,-3.4109650003410303,-2.3091924467303304,0.9919195515980866
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_1200s_31::MountainSort4::34,HYBRID_JANELIA::hybrid_drift_siprobe::rec_16c_1200s_31,HYBRID_JANELIA,hybrid,domain_a,-2.5372510398480523,-2.0517755255547496,2.0007469375290463
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_1200s_11::JRClust::126,HYBRID_JANELIA::hybrid_drift_siprobe::rec_64c_1200s_11,HYBRID_JANELIA,hybrid,domain_a,-2.633849492526146,-1.6829066674999633,0.8246070386171748
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_32::KiloSort::54,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_32,HYBRID_JANELIA,hybrid,domain_a,-2.6778761212395024,-1.6325140244264562,2.5613663736317327
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_16c_600s_12::IronClust::4,HYBRID_JANELIA::hybrid_static_siprobe::rec_16c_600s_12,HYBRID_JANELIA,hybrid,domain_a,-2.467447351763364,-0.9993999042511066,1.2773078387955599
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_12::JRClust::24,HYBRID_JANELIA::hybrid_static_siprobe::rec_32c_600s_12,HYBRID_JANELIA,hybrid,domain_a,-3.399077272236286,-2.7299023741124233,2.312088946354271
hybrid_vs_paired_all,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_1200s_11::MountainSort4::123,HYBRID_JANELIA::hybrid_drift_siprobe::rec_32c_1200s_11,HYBRID_JANELIA,hybrid,domain_a,-2.1052395391393453,-0.4746791259665757,-1.2832128713759408
